,polarity,tweet,nltk_texts,predicted
233,positive,operating profit rise man our man,<Text: Operating profit rose to 22.1 mln eur from...>,neut
234,positive,operating profit rise our in our corresponding period,<Text: Operating profit rose to EUR 103.4 mn from...>,neut
235,positive,operating profit rise our our year early,<Text: Operating profit rose to EUR2 .4 m from...>,neut
236,positive,operating profit urge our our,"<Text: Operating profit surged to EUR21m from EUR106 ,000...>",neut
237,positive,operating profit total our in slightly our in correspond period,"<Text: Operating profit totaled EUR 37,7 mn , up...>",neut
238,positive,operating profit total our in our in,"<Text: Operating profit totaled EUR 5.5 mn , up...>",neut
239,positive,order intake grow yearonyear yearonyear respectively our million our billion respective januaryseptember julyseptember periods,<Text: Order intake grew by 40 % year-on-year and...>,neut
240,positive,order receive grow yearonyear our,<Text: Orders received grew by 55 % year-on-year to...>,neg
241,positive,onion parma s operate profit increase,<Text: Orion Pharma 's operating profit increased by 42.5...>,neg
242,positive,passenger volume rise accounting period,<Text: Passenger volumes rose by 8.4 % in the...>,neg
243,positive,passengerrelated revenue rise our in our in,<Text: Passenger-related revenue rose by 5.1 % to EUR...>,neut
244,positive,press release october ruukki sign contract deliver install steel structure bridge kyronsalmi strait savonlinna finland,<Text: Press release 9 October 2009 Ruukki has signed...>,neg
245,positive,pretty profit rise our in our in correspond period,<Text: Pretax profit rose to EUR 0.6 mn from...>,neut
246,positive,pretty profit rise our in our corresponding period,"<Text: Pretax profit rose to EUR 1,019 mn from...>",neut
247,positive,pretty profit rise our in our in,<Text: Pretax profit rose to EUR 17.8 mn from...>,neut
248,positive,pretax profit total our in our in,"<Text: Pre-tax profit totaled EUR 397.4 mn , up...>",neut
249,positive,previously company guide bit sale growth put put respectively year,"<Text: Previously , the company had guided for EBIT...>",neut
250,positive,previously company estimate operate profit reach level,<Text: Previously the company has estimated its operating profit...>,neut
251,positive,profit period total our in our in correspond period,<Text: Profit for the period totaled EUR 39.4 mn...>,neg
252,positive,profit period our in our in,<Text: Profit for the period was EUR 5.9 mn...>,neut
253,positive,revenue grow percent sac billion us billion,<Text: Revenue grew 12 percent to (  x20ac...>,neg
254,positive,revenue july september grow percent neuro million year early company say thursday,<Text: Revenue in July to September grew 14 percent...>,neg
255,positive,revenue time grow percent million europe,<Text: Revenues at the same time grew 14 percent...>,neg
256,positive,ruukki sign contract deliver install steel structure bridge kyronsalmi strait savonlinna finland,<Text: Ruukki has signed a contract to deliver and...>,neg
257,positive,sales latin america increase our in total in mobile device sell area represent increase corresponding period,<Text: Sales in Latin America increased by 42 %...>,neg
258,positive,sale clothing develop good,<Text: Sales of clothing developed best ....>,neut
259,positive,sarcoma magazines finland s net sale grow our in our in,<Text: Sanoma Magazines Finland 's net sales grew to...>,pos
260,positive,stamp s net profit third quarter rise neuro neuro period,<Text: Satama 's net profit for the third quarter...>,neg
261,positive,section regional news demand finnair s asia traffic measure passenger kilometre august compare last year,<Text: Section : Regional News - The demand in...>,neg
262,positive,svyturystend anus control sordid group baltic beverage hold bah post percent growth beer sale januaryseptember million liner,"<Text: Svyturys-Utenos Alus , which is controlled by the...>",neut
263,positive,would increase estimate sale million last year,<Text: That would be an increase from estimated sales...>,neg
264,positive,agreement expand tell structure scope use bridge design,<Text: The agreement expands Tekla Structures ' scope of...>,neut
265,positive,aim increase sale least one fifth,<Text: The aim is to increase sales by at...>,neg
266,positive,chain post sale million europe full rise percent yearonyear,<Text: The chain posted sales of 298 million euros...>,neg
267,positive,company expect net sale increase,<Text: The company expects its net sales in 2008...>,neg
268,positive,company expect net sale first half reach previous year s level,<Text: The company expects its net sales in the...>,neg
269,positive,company process build new fleet place order pmax banker dot,<Text: The company is in the process of building...>,neg
270,positive,company s operating income bit total our in our in yearonyear,<Text: The company 's operating income ( EBIT )...>,neut
271,positive,es outlook increase put put,<Text: The EPS outlook was increased by 5.6 pct...>,neut
272,positive,fair value investment property total our in our in,<Text: The fair value of the investment properties totaled...>,pos
273,positive,finnish government announce wednesday sell percent stake chemical fertilize group femora of sac million us million send company s share price percent,<Text: The Finnish government announced Wednesday that it sold...>,neg
274,neutral,firm generate sale man our,<Text: The firm generated sales of 187 mln eur...>,neut
275,positive,german company also sign code share agreement another oneworld member american airline in part usbased be corps nose be,<Text: The German company has also signed a code...>,neut
276,positive,helsinkibase company also own solomon atomic santo band say net profit rise percent three month december sac million us million sac million year early,"<Text: The Helsinki-based company , which also owns the...>",neg
